DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2024/08/12 17:26:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57709,-47.97929,80.1
2024/08/12 17:26:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.57621,-47.97495,41.8
2024/08/13 01:04:10,METOP-B,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,105,0.0,1.0,-15.9415,-47.810699,
2024/08/13 00:43:00,TERRA_M-M,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,100,0.0,1.0,-15.95777,-47.82202,56.4
2024/08/13 03:26:33,GOES-16,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.5743,-47.9861,47.6
2024/08/13 03:26:33,GOES-16,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.5748,-47.9635,55.3
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.96246,-48.06921,1.9
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.96131,-48.06532,1.1
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.96043,-48.06962,1.1
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,113,0.0,1.0,-15.8145,-47.41352,1.0
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.57172,-47.97323,3.2
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.57101,-47.97664,3.2
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57026,-47.98018,30.0
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.56948,-47.98391,30.0
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.56439,-47.97987,1.3
2024/08/13 03:47:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.56364,-47.98341,1.3
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.568,-47.97919,19.4
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.5672,-47.9838,19.4
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.56632,-47.98193,10.2
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.50306,-47.46067,0.6
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,-999.0,-15.84664,-48.0004,0.8
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,113,0.0,1.0,-15.81387,-47.41203,1.0
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.61447,-48.06513,0.6
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57015,-47.98245,23.7
2024/08/13 04:10:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.56713,-47.97739,10.2
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,-999.0,-15.8486,-47.99997,0.8
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,113,0.0,1.0,-15.81573,-47.41191,1.4
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.612,-48.06318,2.8
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57133,-47.98193,6.1
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,116,0.0,-999.0,-15.56978,-47.8549,1.5
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.56848,-47.97734,1.8
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.56791,-47.9813,9.4
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.56556,-47.97763,0.6
2024/08/13 04:34:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.50487,-47.46338,0.6
2024/08/13 17:47:00,AQUA_M-T,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.99282,-48.07011,100.0
2024/08/13 17:47:00,AQUA_M-T,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,-999.0,-15.9911,-48.05919,40.6
2024/08/13 17:47:00,AQUA_M-T,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,-999.0,-15.75127,-47.77529,26.0
2024/08/13 17:47:00,AQUA_M-T,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.93981,-47.98775,10.8
2024/08/13 17:47:00,AQUA_M-T,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.55415,-47.95045,12.6
2024/08/13 17:47:00,AQUA_M-T,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,110,0.0,1.0,-15.60813,-48.16172,17.0
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.98859,-48.06581,17.7
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.98577,-48.07003,17.7
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.93968,-47.9907,5.9
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,112,0.0,1.0,-15.62304,-48.13071,5.9
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.62143,-47.81735,3.3
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,109,0.0,1.0,-15.60378,-48.16389,1.6
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.59875,-47.89558,2.6
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57751,-47.98427,12.3
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57415,-47.98481,12.3
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57362,-47.98119,12.3
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.5708,-47.98536,4.9
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,113,0.0,1.0,-15.5505,-48.02254,0.7
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.54871,-47.95191,9.1
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.54536,-47.95244,33.9
2024/08/13 16:41:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,113,0.0,1.0,-15.52595,-47.65825,3.9
2024/08/13 16:16:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-16.01176,-48.24931,7.9
2024/08/13 16:16:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-16.02206,-48.25374,4.4
2024/08/13 16:16:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-16.02155,-48.25079,4.4
2024/08/13 16:16:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-16.01659,-48.24885,7.9
2024/08/13 16:16:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.98947,-48.06625,18.5
2024/08/13 16:16:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.98471,-48.06674,9.4
2024/08/13 16:16:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,-999.0,-15.94213,-47.99257,4.3
2024/08/13 16:18:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,-999.0,-15.87239,-48.10301,6.3
2024/08/13 16:18:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,112,0.0,-999.0,-15.66829,-48.18771,14.6
2024/08/13 16:18:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57419,-47.98389,14.1
2024/08/13 16:18:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57176,-47.98248,10.7
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-16.01597,-48.24927,3.0
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.9907,-48.06926,3.1
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.99008,-48.06578,14.2
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.98672,-48.07001,4.5
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.9861,-48.06654,33.4
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.98459,-48.06773,1.9
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,112,0.0,1.0,-15.66843,-48.18459,5.2
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,111,0.0,1.0,-15.66627,-48.18447,5.2
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,112,0.0,1.0,-15.62397,-48.13068,4.4
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,110,0.0,1.0,-15.60902,-48.16264,4.7
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,110,0.0,1.0,-15.6084,-48.15912,4.7
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,110,0.0,1.0,-15.60441,-48.15984,4.7
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57693,-47.98185,37.0
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.54633,-47.95074,5.6
2024/08/13 17:05:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.90668,-47.71682,1.7
2024/08/14 03:51:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.87434,-48.13025,2.4
2024/08/14 03:51:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.87032,-48.12708,3.4
2024/08/14 03:51:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.86983,-48.1259,1.7
2024/08/14 03:51:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.86963,-48.13044,6.8
2024/08/14 03:51:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.86916,-48.12929,2.4
2024/08/14 03:51:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.8685,-48.13264,2.4
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.87144,-48.12639,1.5
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.87074,-48.13057,5.6
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.62455,-47.75914,1.6
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.62389,-47.76308,2.3
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.62167,-47.76159,6.4
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.62107,-47.75848,1.6
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.62086,-47.93527,0.7
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.62041,-47.76244,2.3
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.61278,-47.76521,0.8
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,-999.0,-15.56861,-47.85735,1.7
2024/08/14 04:17:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.54247,-47.65081,1.0
2024/08/14 05:06:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.87136,-48.12854,0.7
2024/08/14 05:06:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.87118,-48.12847,0.8
2024/08/14 05:06:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.87098,-48.13208,0.7
2024/08/14 05:06:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.87078,-48.132,0.8
2024/08/14 05:06:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.62027,-47.76382,5.2
2024/08/14 05:06:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.61424,-47.76692,5.2
2024/08/14 05:06:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.6138,-47.77093,5.7
2024/08/14 05:06:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.57171,-47.8558,2.1
2024/08/14 16:24:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.7746,-48.11023,17.3
2024/08/14 16:24:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.7498,-48.01521,9.4
2024/08/14 16:24:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.74931,-48.01128,10.8
2024/08/14 16:24:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.70936,-47.82754,2.5
2024/08/14 16:24:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.70887,-47.82352,7.3
2024/08/14 16:24:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,113,0.0,1.0,-15.6487,-48.13376,5.9
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,99,0.0,1.0,-15.95739,-47.83039,5.7
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.77685,-48.11178,16.1
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.77354,-48.11231,16.1
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.77299,-48.10873,8.9
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.7516,-48.01313,3.2
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.71245,-47.82454,7.0
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.7119,-47.82095,7.0
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.70913,-47.82509,7.0
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.70858,-47.8215,7.0
2024/08/14 16:48:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.70028,-47.8118,3.3
2024/08/14 15:58:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-16.04094,-48.06109,15.0
2024/08/14 15:58:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.94896,-48.01256,9.7
2024/08/14 15:58:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.77505,-48.10881,5.9
2024/08/14 15:58:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.75241,-48.01227,18.8
2024/08/14 15:58:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.71161,-47.8247,5.2
2024/08/14 15:58:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.70033,-47.81194,10.3
2024/08/14 15:58:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.69778,-47.81511,9.1
2024/08/14 15:58:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.69435,-48.15739,6.0
2024/08/15 04:49:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,-999.0,-15.56833,-47.85482,1.0
2024/08/15 16:03:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,101,0.0,1.0,-15.95712,-47.82617,5.4
2024/08/15 16:03:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.85869,-48.16365,9.3
2024/08/15 16:28:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.85969,-48.16099,6.8
2024/08/15 16:28:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.62913,-47.846,5.4
2024/08/15 16:28:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,1.0,-15.62534,-47.84655,8.0
2024/08/16 03:38:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,-999.0,-15.81652,-48.16103,2.2
2024/08/16 03:38:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.81531,-48.16653,2.2
2024/08/16 03:38:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,117,0.0,1.0,-15.81288,-48.16544,2.9
2024/08/16 04:27:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.9386,-48.21611,2.7
2024/08/16 04:27:00,NOAA-21,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,119,0.0,-999.0,-15.56956,-47.85484,0.9
2024/08/16 04:53:00,NPP-375D,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,118,0.0,1.0,-15.93764,-48.21812,1.1
2024/08/16 16:56:34,GOES-16,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.6494,-48.1307,90.8
2024/08/16 18:06:34,GOES-16,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,115,0.0,1.0,-15.6494,-48.1307,65.1
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,99,0.0,1.0,-15.90816,-48.10927,30.9
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,97,0.0,1.0,-15.90778,-48.1059,30.9
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,98,0.0,1.0,-15.90723,-48.10879,29.0
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,96,0.0,1.0,-15.90687,-48.10543,29.0
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,99,0.0,1.0,-15.90323,-48.11303,60.7
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,97,0.0,1.0,-15.90285,-48.10967,30.9
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,98,0.0,1.0,-15.90228,-48.11257,57.5
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,96,0.0,1.0,-15.90192,-48.1092,29.0
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,114,0.0,1.0,-15.64502,-48.13821,7.5
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,114,0.0,1.0,-15.64465,-48.13484,7.5
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,112,0.0,1.0,-15.96006,-47.77277,11.3
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,113,0.0,1.0,-15.95968,-47.76952,11.3
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.7227,-47.83601,9.9
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.72232,-47.83268,15.5
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.7175,-47.83644,33.0
2024/08/16 16:09:00,NOAA-20,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.71713,-47.83311,43.0
2024/08/16 18:09:00,AQUA_M-T,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,94,0.0,1.0,-15.7679,-48.05513,40.2
2024/08/16 18:09:00,AQUA_M-T,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,95,0.0,1.0,-15.76725,-48.04731,37.0
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,113,0.0,1.0,-15.95992,-47.77052,1.8
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,102,0.0,1.0,-15.9542,-47.37311,6.1
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,97,0.0,1.0,-15.90505,-48.10788,11.0
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,94,0.0,1.0,-15.90431,-48.10418,7.1
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,97,0.0,1.0,-15.90037,-48.11292,2.1
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,116,0.0,1.0,-15.85965,-48.1646,3.3
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,88,0.0,1.0,-15.7736,-48.04654,9.2
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.72009,-47.83882,8.5
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.71935,-47.8352,8.5
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.7186,-47.83149,10.6
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,120,0.0,1.0,-15.71379,-47.83641,4.2
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,114,0.0,1.0,-15.64911,-48.13631,4.8
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,114,0.0,1.0,-15.64436,-48.14104,13.7
2024/08/16 17:26:00,NPP-375,Brasil,DISTRITO FEDERAL,BRASÍLIA,Cerrado,114,0.0,1.0,-15.64363,-48.13746,13.7
